entry,at,order
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (112) | #2 ""dagmlar @ GQEWTYNCmH"" (259) | #3 ""path_connected @ qTbML-xxiE"" (171) | #5 ""mangarino @ UBRS2d0ZyT"" (148) | #6 ""how @ v1kEn2eTHk"" (342) | #7 ""thecow808 @ uTl-xcNY0V"" (1160) | #8 ""melon @ 6k_YazKYoG"" (220) | #9 ""mikehaze @ WQjt0Mpf2J"" (262) | #10 ""home game hero @ dgEP-4bywu"" (1664)",2021-12-26T08:23:18.433Z,164050699843301
"-- starting hand #556  (No Limit Texas Hold'em) (dealer: ""dagmlar @ GQEWTYNCmH"") --",2021-12-26T08:23:18.433Z,164050699843300
"-- ending hand #555 --",2021-12-26T08:23:15.433Z,164050699543302
"""thecow808 @ uTl-xcNY0V"" collected 90 from pot",2021-12-26T08:23:15.433Z,164050699543301
"Uncalled bet of 35 returned to ""thecow808 @ uTl-xcNY0V""",2021-12-26T08:23:15.433Z,164050699543300
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:23:14.565Z,164050699456500
"""thecow808 @ uTl-xcNY0V"" raises to 55",2021-12-26T08:22:46.379Z,164050696637900
"""dagmlar @ GQEWTYNCmH"" bets 20",2021-12-26T08:22:34.749Z,164050695474900
"Flop:  [7♠, 5♦, 9♦]",2021-12-26T08:22:26.669Z,164050694666900
"""thecow808 @ uTl-xcNY0V"" calls 24",2021-12-26T08:22:25.772Z,164050694577200
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:22:23.633Z,164050694363300
"""dagmlar @ GQEWTYNCmH"" raises to 24",2021-12-26T08:22:22.259Z,164050694225900
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:22:17.676Z,164050693767600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:22:16.752Z,164050693675200
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:22:15.820Z,164050693582000
"""melon @ 6k_YazKYoG"" folds",2021-12-26T08:22:11.780Z,164050693178000
"""thecow808 @ uTl-xcNY0V"" raises to 6",2021-12-26T08:22:00.155Z,164050692015500
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:21:57.810Z,164050691781000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:21:56.659Z,164050691665900
"""path_connected @ qTbML-xxiE"" posts a big blind of 2",2021-12-26T08:21:55.400Z,164050691540013
"""dagmlar @ GQEWTYNCmH"" posts a small blind of 1",2021-12-26T08:21:55.400Z,164050691540012
"Your hand is Q♠, 4♠",2021-12-26T08:21:55.400Z,164050691540007
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (112) | #2 ""dagmlar @ GQEWTYNCmH"" (303) | #3 ""path_connected @ qTbML-xxiE"" (173) | #5 ""mangarino @ UBRS2d0ZyT"" (148) | #6 ""how @ v1kEn2eTHk"" (342) | #7 ""thecow808 @ uTl-xcNY0V"" (1114) | #8 ""melon @ 6k_YazKYoG"" (220) | #9 ""mikehaze @ WQjt0Mpf2J"" (262) | #10 ""home game hero @ dgEP-4bywu"" (1664)",2021-12-26T08:21:55.400Z,164050691540002
"-- starting hand #555  (No Limit Texas Hold'em) (dealer: ""isaacwu @ Mhf_KbfDe4"") --",2021-12-26T08:21:55.400Z,164050691540001
"The player ""angry giraffe @ iyckmMJVn_"" quits the game with a stack of 469.",2021-12-26T08:21:55.400Z,164050691540000
"-- ending hand #554 --",2021-12-26T08:21:52.296Z,164050691229603
"""how @ v1kEn2eTHk"" shows a A♣, 10♦.",2021-12-26T08:21:52.296Z,164050691229602
"""mikehaze @ WQjt0Mpf2J"" collected 147 from pot with Pair, K's (combination: K♠, K♦, J♦, 9♣, 8♥)",2021-12-26T08:21:52.296Z,164050691229601
"""mikehaze @ WQjt0Mpf2J"" shows a K♠, K♦.",2021-12-26T08:21:52.296Z,164050691229600
"""mikehaze @ WQjt0Mpf2J"" calls 42",2021-12-26T08:21:51.461Z,164050691146100
"""how @ v1kEn2eTHk"" bets 42",2021-12-26T08:21:45.809Z,164050690580900
"River: 9♣, 3♥, J♦, 2♠ [8♥]",2021-12-26T08:21:36.188Z,164050689618800
"""mikehaze @ WQjt0Mpf2J"" checks",2021-12-26T08:21:35.286Z,164050689528600
"""how @ v1kEn2eTHk"" checks",2021-12-26T08:21:29.892Z,164050688989200
"Turn: 9♣, 3♥, J♦ [2♠]",2021-12-26T08:21:28.882Z,164050688888200
"""how @ v1kEn2eTHk"" calls 12",2021-12-26T08:21:28.004Z,164050688800400
"""mikehaze @ WQjt0Mpf2J"" bets 12",2021-12-26T08:21:21.079Z,164050688107900
"""how @ v1kEn2eTHk"" checks",2021-12-26T08:21:13.252Z,164050687325200
"Flop:  [9♣, 3♥, J♦]",2021-12-26T08:21:11.973Z,164050687197300
"""how @ v1kEn2eTHk"" calls 18",2021-12-26T08:21:11.166Z,164050687116600
"The admin ""how @ v1kEn2eTHk"" enqueued the removal of the player ""angry giraffe @ iyckmMJVn_"".",2021-12-26T08:21:05.116Z,164050686511600
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:21:01.035Z,164050686103500
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:21:00.091Z,164050686009100
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:20:59.156Z,164050685915600
"""mikehaze @ WQjt0Mpf2J"" raises to 18",2021-12-26T08:20:58.175Z,164050685817500
"""melon @ 6k_YazKYoG"" folds",2021-12-26T08:20:52.867Z,164050685286700
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:20:51.907Z,164050685190700
"""how @ v1kEn2eTHk"" raises to 6",2021-12-26T08:20:50.892Z,164050685089200
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:20:48.224Z,164050684822400
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:20:47.373Z,164050684737300
"""dagmlar @ GQEWTYNCmH"" posts a big blind of 2",2021-12-26T08:20:45.117Z,164050684511712
"""isaacwu @ Mhf_KbfDe4"" posts a small blind of 1",2021-12-26T08:20:45.117Z,164050684511711
"Your hand is A♣, 10♦",2021-12-26T08:20:45.117Z,164050684511706
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (113) | #2 ""dagmlar @ GQEWTYNCmH"" (305) | #3 ""path_connected @ qTbML-xxiE"" (173) | #5 ""mangarino @ UBRS2d0ZyT"" (148) | #6 ""how @ v1kEn2eTHk"" (414) | #7 ""thecow808 @ uTl-xcNY0V"" (1114) | #8 ""melon @ 6k_YazKYoG"" (220) | #9 ""mikehaze @ WQjt0Mpf2J"" (187) | #10 ""home game hero @ dgEP-4bywu"" (1664)",2021-12-26T08:20:45.117Z,164050684511701
"-- starting hand #554  (No Limit Texas Hold'em) (dealer: ""home game hero @ dgEP-4bywu"") --",2021-12-26T08:20:45.117Z,164050684511700
"-- ending hand #553 --",2021-12-26T08:20:42.118Z,164050684211802
"""path_connected @ qTbML-xxiE"" collected 5 from pot",2021-12-26T08:20:42.118Z,164050684211801
"Uncalled bet of 3 returned to ""path_connected @ qTbML-xxiE""",2021-12-26T08:20:42.118Z,164050684211800
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:20:41.196Z,164050684119600
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:20:39.076Z,164050683907600
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:20:38.178Z,164050683817800
"""melon @ 6k_YazKYoG"" folds",2021-12-26T08:20:35.684Z,164050683568400
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:20:34.769Z,164050683476900
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:20:31.560Z,164050683156000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:20:30.631Z,164050683063100
"""path_connected @ qTbML-xxiE"" raises to 5",2021-12-26T08:20:29.776Z,164050682977600
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:20:27.735Z,164050682773500
"""isaacwu @ Mhf_KbfDe4"" posts a big blind of 2",2021-12-26T08:20:26.322Z,164050682632213
"""home game hero @ dgEP-4bywu"" posts a small blind of 1",2021-12-26T08:20:26.322Z,164050682632212
"Your hand is 2♥, 6♦",2021-12-26T08:20:26.322Z,164050682632207
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (115) | #2 ""dagmlar @ GQEWTYNCmH"" (305) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (148) | #6 ""how @ v1kEn2eTHk"" (414) | #7 ""thecow808 @ uTl-xcNY0V"" (1114) | #8 ""melon @ 6k_YazKYoG"" (220) | #9 ""mikehaze @ WQjt0Mpf2J"" (187) | #10 ""home game hero @ dgEP-4bywu"" (1665)",2021-12-26T08:20:26.322Z,164050682632202
"-- starting hand #553  (No Limit Texas Hold'em) (dealer: ""mikehaze @ WQjt0Mpf2J"") --",2021-12-26T08:20:26.322Z,164050682632201
"The player ""melon @ 6k_YazKYoG"" joined the game with a stack of 220.",2021-12-26T08:20:26.322Z,164050682632200
"-- ending hand #552 --",2021-12-26T08:20:23.305Z,164050682330502
"""mangarino @ UBRS2d0ZyT"" collected 5 from pot",2021-12-26T08:20:23.305Z,164050682330501
"Uncalled bet of 2 returned to ""mangarino @ UBRS2d0ZyT""",2021-12-26T08:20:23.305Z,164050682330500
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:20:22.380Z,164050682238000
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:20:18.160Z,164050681816000
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:20:17.112Z,164050681711200
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:20:16.152Z,164050681615200
"""mangarino @ UBRS2d0ZyT"" raises to 4",2021-12-26T08:20:15.273Z,164050681527300
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:20:05.884Z,164050680588400
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:20:04.833Z,164050680483300
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:20:03.809Z,164050680380900
"""home game hero @ dgEP-4bywu"" posts a big blind of 2",2021-12-26T08:20:01.561Z,164050680156111
"""mikehaze @ WQjt0Mpf2J"" posts a small blind of 1",2021-12-26T08:20:01.561Z,164050680156110
"Your hand is 10♠, K♥",2021-12-26T08:20:01.561Z,164050680156106
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (115) | #2 ""dagmlar @ GQEWTYNCmH"" (305) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (145) | #6 ""how @ v1kEn2eTHk"" (414) | #7 ""thecow808 @ uTl-xcNY0V"" (1114) | #9 ""mikehaze @ WQjt0Mpf2J"" (188) | #10 ""home game hero @ dgEP-4bywu"" (1667)",2021-12-26T08:20:01.561Z,164050680156101
"-- starting hand #552  (No Limit Texas Hold'em) (dead button) --",2021-12-26T08:20:01.561Z,164050680156100
"-- ending hand #551 --",2021-12-26T08:19:58.483Z,164050679848303
"""dagmlar @ GQEWTYNCmH"" shows a J♦, A♦.",2021-12-26T08:19:58.483Z,164050679848302
"""mikehaze @ WQjt0Mpf2J"" collected 52 from pot with Pair, A's (combination: A♥, A♣, K♦, Q♦, 9♦)",2021-12-26T08:19:58.483Z,164050679848301
"""mikehaze @ WQjt0Mpf2J"" shows a A♥, Q♦.",2021-12-26T08:19:58.483Z,164050679848300
"""mikehaze @ WQjt0Mpf2J"" calls 11",2021-12-26T08:19:57.605Z,164050679760500
"""dagmlar @ GQEWTYNCmH"" bets 11",2021-12-26T08:19:55.285Z,164050679528500
"""mikehaze @ WQjt0Mpf2J"" checks",2021-12-26T08:19:49.706Z,164050678970600
"River: 6♥, 8♠, 9♦, A♣ [K♦]",2021-12-26T08:19:42.555Z,164050678255500
"""dagmlar @ GQEWTYNCmH"" calls 10",2021-12-26T08:19:41.746Z,164050678174600
"""mikehaze @ WQjt0Mpf2J"" bets 10",2021-12-26T08:19:37.071Z,164050677707100
"Turn: 6♥, 8♠, 9♦ [A♣]",2021-12-26T08:19:29.392Z,164050676939200
"""dagmlar @ GQEWTYNCmH"" checks",2021-12-26T08:19:28.552Z,164050676855200
"""mikehaze @ WQjt0Mpf2J"" checks",2021-12-26T08:19:17.417Z,164050675741700
"Flop:  [6♥, 8♠, 9♦]",2021-12-26T08:19:15.469Z,164050675546900
"""mikehaze @ WQjt0Mpf2J"" calls 5",2021-12-26T08:19:14.612Z,164050675461200
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:19:11.410Z,164050675141000
"The admin approved the player ""melon @ 6k_YazKYoG"" participation with a stack of 220.",2021-12-26T08:19:11.323Z,164050675132300
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:19:10.420Z,164050675042000
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:19:09.501Z,164050674950100
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:19:08.584Z,164050674858400
"""dagmlar @ GQEWTYNCmH"" raises to 5",2021-12-26T08:19:05.861Z,164050674586100
"The player ""melon @ 6k_YazKYoG"" requested a seat.",2021-12-26T08:19:04.854Z,164050674485400
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:19:03.040Z,164050674304000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:19:02.022Z,164050674202200
"""mikehaze @ WQjt0Mpf2J"" posts a big blind of 2",2021-12-26T08:18:59.965Z,164050673996512
"Dead Small Blind",2021-12-26T08:18:59.965Z,164050673996511
"Your hand is 2♥, Q♠",2021-12-26T08:18:59.965Z,164050673996507
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (115) | #2 ""dagmlar @ GQEWTYNCmH"" (331) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (145) | #6 ""how @ v1kEn2eTHk"" (414) | #7 ""thecow808 @ uTl-xcNY0V"" (1114) | #9 ""mikehaze @ WQjt0Mpf2J"" (162) | #10 ""home game hero @ dgEP-4bywu"" (1667)",2021-12-26T08:18:59.965Z,164050673996502
"-- starting hand #551  (No Limit Texas Hold'em) (dealer: ""thecow808 @ uTl-xcNY0V"") --",2021-12-26T08:18:59.965Z,164050673996501
"The player ""melon @ 6k_YazKYoG"" quits the game with a stack of 0.",2021-12-26T08:18:59.965Z,164050673996500
"-- ending hand #550 --",2021-12-26T08:18:56.848Z,164050673684802
"""thecow808 @ uTl-xcNY0V"" collected 370 from pot with Full House, J's over 7's (combination: J♣, J♥, J♠, 7♦, 7♥)",2021-12-26T08:18:56.848Z,164050673684801
"""thecow808 @ uTl-xcNY0V"" collected 744 from pot with Full House, J's over 7's (combination: J♣, J♥, J♠, 7♦, 7♥)",2021-12-26T08:18:56.848Z,164050673684800
"River: 6♣, 7♦, A♥, 7♥ [J♠]",2021-12-26T08:18:52.782Z,164050673278200
"Turn: 6♣, 7♦, A♥ [7♥]",2021-12-26T08:18:48.701Z,164050672870100
"Flop:  [6♣, 7♦, A♥]",2021-12-26T08:18:44.581Z,164050672458100
"""home game hero @ dgEP-4bywu"" shows a K♣, A♣.",2021-12-26T08:18:40.499Z,164050672049902
"""melon @ 6k_YazKYoG"" shows a K♦, A♠.",2021-12-26T08:18:40.499Z,164050672049901
"""thecow808 @ uTl-xcNY0V"" shows a J♣, J♥.",2021-12-26T08:18:40.499Z,164050672049900
"Some players choose to not run it twice.",2021-12-26T08:18:39.614Z,164050671961401
"""thecow808 @ uTl-xcNY0V"" chooses to not run it twice.",2021-12-26T08:18:39.614Z,164050671961400
"Remaining players decide whether to run it twice.",2021-12-26T08:18:38.494Z,164050671849401
"""thecow808 @ uTl-xcNY0V"" calls 433 and go all in",2021-12-26T08:18:38.494Z,164050671849400
"""home game hero @ dgEP-4bywu"" raises to 433 and go all in",2021-12-26T08:18:34.762Z,164050671476200
"""melon @ 6k_YazKYoG"" raises to 248 and go all in",2021-12-26T08:18:20.955Z,164050670095500
"""thecow808 @ uTl-xcNY0V"" raises to 21",2021-12-26T08:18:17.488Z,164050669748800
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:18:14.249Z,164050669424900
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:18:13.307Z,164050669330700
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:18:12.459Z,164050669245900
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:18:11.516Z,164050669151600
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:18:10.577Z,164050669057700
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T08:18:09.616Z,164050668961600
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:18:04.587Z,164050668458700
"""melon @ 6k_YazKYoG"" posts a big blind of 2",2021-12-26T08:18:01.418Z,164050668141812
"""thecow808 @ uTl-xcNY0V"" posts a small blind of 1",2021-12-26T08:18:01.418Z,164050668141811
"Your hand is 6♥, Q♠",2021-12-26T08:18:01.418Z,164050668141806
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (115) | #2 ""dagmlar @ GQEWTYNCmH"" (331) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (145) | #6 ""how @ v1kEn2eTHk"" (414) | #7 ""thecow808 @ uTl-xcNY0V"" (433) | #8 ""melon @ 6k_YazKYoG"" (248) | #9 ""mikehaze @ WQjt0Mpf2J"" (162) | #10 ""home game hero @ dgEP-4bywu"" (2100)",2021-12-26T08:18:01.418Z,164050668141801
"-- starting hand #550  (No Limit Texas Hold'em) (dealer: ""how @ v1kEn2eTHk"") --",2021-12-26T08:18:01.418Z,164050668141800
"-- ending hand #549 --",2021-12-26T08:17:58.313Z,164050667831302
"""melon @ 6k_YazKYoG"" collected 123 from pot with Three of a Kind, 8's (combination: 8♦, 8♣, 8♥, Q♥, 5♦)",2021-12-26T08:17:58.313Z,164050667831301
"""melon @ 6k_YazKYoG"" shows a 8♦, 8♣.",2021-12-26T08:17:58.313Z,164050667831300
"""thecow808 @ uTl-xcNY0V"" calls 41",2021-12-26T08:17:57.424Z,164050667742400
"""melon @ 6k_YazKYoG"" bets 41",2021-12-26T08:17:54.773Z,164050667477300
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T08:17:44.809Z,164050666480900
"River: 2♣, 8♥, 5♦, 3♥ [Q♥]",2021-12-26T08:17:42.006Z,164050666200600
"""thecow808 @ uTl-xcNY0V"" calls 12",2021-12-26T08:17:41.114Z,164050666111400
"""melon @ 6k_YazKYoG"" bets 12",2021-12-26T08:17:39.174Z,164050665917400
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T08:17:34.248Z,164050665424800
"Turn: 2♣, 8♥, 5♦ [3♥]",2021-12-26T08:17:31.596Z,164050665159600
"""thecow808 @ uTl-xcNY0V"" calls 4",2021-12-26T08:17:30.744Z,164050665074400
"""melon @ 6k_YazKYoG"" bets 4",2021-12-26T08:17:29.180Z,164050664918000
"""thecow808 @ uTl-xcNY0V"" checks",2021-12-26T08:17:23.831Z,164050664383100
"Flop:  [2♣, 8♥, 5♦]",2021-12-26T08:17:21.892Z,164050664189200
"""thecow808 @ uTl-xcNY0V"" calls 4",2021-12-26T08:17:21.013Z,164050664101300
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:17:18.952Z,164050663895200
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:17:18.062Z,164050663806200
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:17:17.163Z,164050663716300
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:17:11.247Z,164050663124700
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:17:10.293Z,164050663029300
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:17:09.377Z,164050662937700
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:17:08.463Z,164050662846300
"""melon @ 6k_YazKYoG"" raises to 4",2021-12-26T08:17:03.378Z,164050662337800
"""thecow808 @ uTl-xcNY0V"" posts a big blind of 2",2021-12-26T08:17:00.878Z,164050662087812
"""how @ v1kEn2eTHk"" posts a small blind of 1",2021-12-26T08:17:00.878Z,164050662087811
"Your hand is 9♦, 10♠",2021-12-26T08:17:00.878Z,164050662087806
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (115) | #2 ""dagmlar @ GQEWTYNCmH"" (331) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (145) | #6 ""how @ v1kEn2eTHk"" (415) | #7 ""thecow808 @ uTl-xcNY0V"" (494) | #8 ""melon @ 6k_YazKYoG"" (186) | #9 ""mikehaze @ WQjt0Mpf2J"" (162) | #10 ""home game hero @ dgEP-4bywu"" (2100)",2021-12-26T08:17:00.878Z,164050662087801
"-- starting hand #549  (No Limit Texas Hold'em) (dealer: ""mangarino @ UBRS2d0ZyT"") --",2021-12-26T08:17:00.878Z,164050662087800
"-- ending hand #548 --",2021-12-26T08:16:57.975Z,164050661797502
"""isaacwu @ Mhf_KbfDe4"" collected 11 from pot",2021-12-26T08:16:57.975Z,164050661797501
"Uncalled bet of 5 returned to ""isaacwu @ Mhf_KbfDe4""",2021-12-26T08:16:57.975Z,164050661797500
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:16:57.148Z,164050661714800
"""isaacwu @ Mhf_KbfDe4"" bets 5",2021-12-26T08:16:56.256Z,164050661625600
"The player ""melon @ 6k_YazKYoG"" passed the room ownership to ""how @ v1kEn2eTHk"".",2021-12-26T08:16:52.389Z,164050661238900
"""how @ v1kEn2eTHk"" checks",2021-12-26T08:16:52.185Z,164050661218500
"Flop:  [Q♦, 7♦, A♠]",2021-12-26T08:16:51.067Z,164050661106700
"""how @ v1kEn2eTHk"" calls 5",2021-12-26T08:16:50.261Z,164050661026100
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:16:45.999Z,164050660599900
"""path_connected @ qTbML-xxiE"" folds",2021-12-26T08:16:45.070Z,164050660507000
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:16:44.124Z,164050660412400
"""isaacwu @ Mhf_KbfDe4"" raises to 5",2021-12-26T08:16:43.184Z,164050660318400
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:16:40.354Z,164050660035400
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:16:39.382Z,164050659938200
"""melon @ 6k_YazKYoG"" folds",2021-12-26T08:16:35.556Z,164050659555600
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:16:34.568Z,164050659456800
"""how @ v1kEn2eTHk"" posts a big blind of 2",2021-12-26T08:16:32.853Z,164050659285312
"""mangarino @ UBRS2d0ZyT"" posts a small blind of 1",2021-12-26T08:16:32.853Z,164050659285311
"Your hand is 4♠, 5♣",2021-12-26T08:16:32.853Z,164050659285306
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (109) | #2 ""dagmlar @ GQEWTYNCmH"" (331) | #3 ""path_connected @ qTbML-xxiE"" (170) | #5 ""mangarino @ UBRS2d0ZyT"" (146) | #6 ""how @ v1kEn2eTHk"" (420) | #7 ""thecow808 @ uTl-xcNY0V"" (494) | #8 ""melon @ 6k_YazKYoG"" (186) | #9 ""mikehaze @ WQjt0Mpf2J"" (162) | #10 ""home game hero @ dgEP-4bywu"" (2100)",2021-12-26T08:16:32.853Z,164050659285301
"-- starting hand #548  (No Limit Texas Hold'em) (dealer: ""path_connected @ qTbML-xxiE"") --",2021-12-26T08:16:32.853Z,164050659285300
"-- ending hand #547 --",2021-12-26T08:16:29.840Z,164050658984002
"""path_connected @ qTbML-xxiE"" collected 12 from pot",2021-12-26T08:16:29.840Z,164050658984001
"Uncalled bet of 17 returned to ""path_connected @ qTbML-xxiE""",2021-12-26T08:16:29.840Z,164050658984000
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:16:28.987Z,164050658898700
"""mangarino @ UBRS2d0ZyT"" folds",2021-12-26T08:16:21.523Z,164050658152300
"""path_connected @ qTbML-xxiE"" raises to 22",2021-12-26T08:16:20.521Z,164050658052100
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:16:14.099Z,164050657409900
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:16:13.154Z,164050657315400
"""home game hero @ dgEP-4bywu"" raises to 5",2021-12-26T08:16:11.994Z,164050657199400
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:15:59.724Z,164050655972400
"""melon @ 6k_YazKYoG"" folds",2021-12-26T08:15:58.204Z,164050655820400
"""thecow808 @ uTl-xcNY0V"" folds",2021-12-26T08:15:55.065Z,164050655506500
"""how @ v1kEn2eTHk"" folds",2021-12-26T08:15:50.187Z,164050655018700
"""mangarino @ UBRS2d0ZyT"" posts a big blind of 2",2021-12-26T08:15:49.002Z,164050654900213
"""path_connected @ qTbML-xxiE"" posts a small blind of 1",2021-12-26T08:15:49.002Z,164050654900212
"Your hand is 6♠, 2♠",2021-12-26T08:15:49.002Z,164050654900207
"Player stacks: #1 ""isaacwu @ Mhf_KbfDe4"" (109) | #2 ""dagmlar @ GQEWTYNCmH"" (331) | #3 ""path_connected @ qTbML-xxiE"" (163) | #5 ""mangarino @ UBRS2d0ZyT"" (148) | #6 ""how @ v1kEn2eTHk"" (420) | #7 ""thecow808 @ uTl-xcNY0V"" (494) | #8 ""melon @ 6k_YazKYoG"" (186) | #9 ""mikehaze @ WQjt0Mpf2J"" (162) | #10 ""home game hero @ dgEP-4bywu"" (2105)",2021-12-26T08:15:49.002Z,164050654900202
"-- starting hand #547  (No Limit Texas Hold'em) (dealer: ""dagmlar @ GQEWTYNCmH"") --",2021-12-26T08:15:49.002Z,164050654900201
"The player ""how @ v1kEn2eTHk"" joined the game with a stack of 420.",2021-12-26T08:15:49.002Z,164050654900200
"-- ending hand #546 --",2021-12-26T08:15:46.074Z,164050654607402
"""path_connected @ qTbML-xxiE"" collected 2 from pot",2021-12-26T08:15:46.074Z,164050654607401
"Uncalled bet of 1 returned to ""path_connected @ qTbML-xxiE""",2021-12-26T08:15:46.074Z,164050654607400
"""dagmlar @ GQEWTYNCmH"" folds",2021-12-26T08:15:45.262Z,164050654526200
"The admin approved the player ""how @ v1kEn2eTHk"" participation with a stack of 420.",2021-12-26T08:15:45.120Z,164050654512000
"""isaacwu @ Mhf_KbfDe4"" folds",2021-12-26T08:15:44.302Z,164050654430200
"""home game hero @ dgEP-4bywu"" folds",2021-12-26T08:15:43.290Z,164050654329000
"""mikehaze @ WQjt0Mpf2J"" folds",2021-12-26T08:15:42.290Z,164050654229000
